Registro_HR;ID_Empleado;Fecha_de_Nacimiento;ID_Salida_Renuncia_a_fin_de_año;ID_Tipo_de_trabajo_por_viaje;ID_Área_de_trabajo;Distancia_del_hogar_al_trabajo_millas;ID Nivel_de_Educación;ID_Campo_Educativo;ID_Participación_en_el_trabajo;ID_Puesto;ID_Satisfacción_laboral;Salario_Mensual;N_de_empresas_en_las_que_trabajo;ID_Horas_extra;ID_Calificación_de_rendimiento;Total_de_años_de_trabajo;N_capacitaciones_que_recibió_el_año_pasado;ID_Balance_Vida_Trabajo;Fecha_de_contrato;Años_en_la_empresa;Años_en_el_puesto_actual;Años_desde_el_ultimo_ascenso;Años_con_el_gerente_actual
1291;1807;sábado, 1 de octubre de 1988;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;9;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;BAJA;5346;4;SI;EXCELENTE;11;3;BUENO;viernes, 24 de julio de 2015;7;1;0;7
1318;1850;lunes, 15 de mayo de 1995;SI;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;5;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;MUY ALTA;2379;0;NO;EXCELENTE;6;3;BUENO;lunes, 18 de septiembre de 2017;5;4;0;2
1376;1939;sábado, 10 de marzo de 1990;NO;VIAJA FRECUENTEMENTE;INVESTIGACIOÓN Y DESARROLLO;5;UNIVERSITARIO;CIENCIAS DE LA VIDA;MUY ALTA;CIENTIFICO DE INVESTIGACION;ALTA;2432;3;NO;EXCELENTE;8;2;MUY BUENO;viernes, 9 de noviembre de 2018;4;1;0;3
1453;2044;miércoles, 6 de septiembre de 1972;NO;VIAJA FRECUENTEMENTE;VENTAS;1;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;ALTA;6728;7;SI;EXCELENTE;12;3;MUY BUENO;lunes, 22 de agosto de 2016;6;3;0;1
1469;2065;miércoles, 1 de agosto de 1973;SI;VIAJA FRECUENTEMENTE;VENTAS;2;LICENCIATURA;MEDICO;MEDIA;EJECUTIVO DE VENTAS;MEDIA;5390;2;SI;EXCELENTE;17;3;BUENO;jueves, 18 de julio de 2013;9;6;0;8
1;1;jueves, 17 de septiembre de 1981;NO;VIAJA RARAMENTE;VENTAS;1;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;MUY ALTA;5993;8;NO;EXCELENTE;8;0;MALO;domingo, 3 de enero de 2016;6;4;0;5
11;14;domingo, 19 de julio de 1987;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;16;LICENCIATURA;MEDICO;MUY ALTA;TECNICO DE LABORATORIO;MEDIA;2426;0;SI;EXCELENTE;6;5;MUY BUENO;miércoles, 29 de noviembre de 2017;5;4;0;3
22;27;jueves, 28 de agosto de 1986;NO;VIAJA RARAMENTE;VENTAS;9;MAESTRIA;CIENCIAS DE LA VIDA;MEDIA;REPRESENTATE DE VENTAS;BAJA;3407;7;SI;SOBRESALIENTE;10;4;MUY BUENO;domingo, 26 de marzo de 2017;5;3;0;3
141;190;sábado, 30 de junio de 1990;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;BAJA;4200;7;SI;SOBRESALIENTE;10;2;EXCELENTE;miércoles, 22 de noviembre de 2017;5;4;0;4
193;261;viernes, 18 de diciembre de 1987;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;23;UNIVERSITARIO;CIENCIAS DE LA VIDA;MEDIA;DIRECTOR DE MANUFACTURA;ALTA;5916;3;NO;EXCELENTE;8;1;MUY BUENO;miércoles, 10 de marzo de 2021;1;0;0;1
235;325;jueves, 9 de marzo de 1989;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;14;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;MUY ALTA;2436;5;NO;EXCELENTE;8;2;MALO;martes, 28 de noviembre de 2017;5;4;0;4
413;550;jueves, 21 de octubre de 1976;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;18;LICENCIATURA;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;ALTA;4810;2;SI;EXCELENTE;19;5;BUENO;domingo, 18 de marzo de 2012;10;7;0;8
496;667;lunes, 5 de junio de 1995;NO;VIAJA RARAMENTE;VENTAS;2;POR DEBAJO DE LA UNIVERSIDAD;MARKETING;ALTA;REPRESENTATE DE VENTAS;BAJA;3041;0;SI;EXCELENTE;5;3;MUY BUENO;miércoles, 21 de marzo de 2018;4;3;0;2
729;1013;martes, 15 de octubre de 1968;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;17;LICENCIATURA;TITULO TECNICO;ALTA;DIRECTOR DE MANUFACTURA;ALTA;10739;8;SI;EXCELENTE;22;2;MUY BUENO;miércoles, 12 de septiembre de 2012;10;7;0;8
866;1211;sábado, 27 de junio de 1992;NO;VIAJA RARAMENTE;VENTAS;29;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;BAJA;4115;8;SI;EXCELENTE;8;3;MUY BUENO;martes, 19 de junio de 2018;4;3;0;3
1078;1522;viernes, 19 de febrero de 1993;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;MAESTRIA;TITULO TECNICO;MEDIA;CIENTIFICO DE INVESTIGACION;BAJA;2362;6;SI;EXCELENTE;11;2;MALO;miércoles, 30 de enero de 2013;9;7;0;7
1093;1546;lunes, 31 de enero de 1977;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;28;LICENCIATURA;TITULO TECNICO;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2132;4;SI;SOBRESALIENTE;8;3;MUY BUENO;viernes, 17 de febrero de 2017;5;4;0;3
1159;1631;sábado, 26 de enero de 1985;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;19;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;ALTA;5768;3;SI;EXCELENTE;9;2;BUENO;jueves, 11 de enero de 2018;4;3;0;2
1242;1739;sábado, 1 de diciembre de 1990;NO;VIAJA RARAMENTE;VENTAS;19;LICENCIATURA;CIENCIAS DE LA VIDA;BAJA;EJECUTIVO DE VENTAS;ALTA;9610;3;SI;EXCELENTE;10;2;MALO;martes, 2 de octubre de 2018;4;3;0;2
1334;1869;viernes, 4 de junio de 1976;NO;VIAJA RARAMENTE;VENTAS;10;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;MEDIA;7314;5;SI;SOBRESALIENTE;14;2;MUY BUENO;martes, 10 de junio de 2014;8;7;0;7
1391;1960;miércoles, 13 de abril de 1994;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;17;LICENCIATURA;TITULO TECNICO;MEDIA;TECNICO DE LABORATORIO;MUY ALTA;2367;5;SI;EXCELENTE;6;2;BUENO;miércoles, 7 de noviembre de 2018;4;1;0;3
1446;2034;martes, 17 de marzo de 1981;NO;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;28;MAESTRIA;CIENCIAS DE LA VIDA;MEDIA;DIRECTOR DE MANUFACTURA;MEDIA;13570;0;SI;SOBRESALIENTE;21;3;MUY BUENO;sábado, 13 de abril de 2002;20;7;0;10
72;94;martes, 2 de febrero de 1993;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MEDIA;2703;0;SI;SOBRESALIENTE;6;3;MUY BUENO;jueves, 21 de diciembre de 2017;5;4;0;4
169;230;viernes, 30 de noviembre de 1984;SI;VIAJA RARAMENTE;VENTAS;1;MAESTRIA;CIENCIAS DE LA VIDA;MEDIA;EJECUTIVO DE VENTAS;MUY ALTA;8686;4;SI;SOBRESALIENTE;12;2;EXCELENTE;lunes, 7 de julio de 2014;8;3;0;7
336;453;domingo, 17 de octubre de 1982;SI;VIAJA RARAMENTE;VENTAS;1;UNIVERSITARIO;MEDICO;BAJA;EJECUTIVO DE VENTAS;MUY ALTA;7457;2;NO;SOBRESALIENTE;6;2;BUENO;viernes, 25 de mayo de 2018;4;3;0;2
365;486;lunes, 28 de enero de 1985;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;BAJA;3452;6;SI;SOBRESALIENTE;17;3;MUY BUENO;sábado, 25 de noviembre de 2017;5;4;0;3
411;548;martes, 21 de julio de 1992;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;CIENCIAS DE LA VIDA;BAJA;DIRECTOR DE MANUFACTURA;MUY ALTA;6091;2;SI;SOBRESALIENTE;11;2;MUY BUENO;jueves, 14 de diciembre de 2017;5;4;0;2
457;613;lunes, 13 de mayo de 1991;SI;VIAJA RARAMENTE;VENTAS;7;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;GERENTE DE EJECUTIVO DE VENTAS;MUY ALTA;11557;9;SI;SOBRESALIENTE;10;3;BUENO;viernes, 31 de marzo de 2017;5;4;0;1
519;709;jueves, 2 de agosto de 1984;SI;VIAJA RARAMENTE;VENTAS;7;MAESTRIA;MARKETING;MEDIA;EJECUTIVO DE VENTAS;MUY ALTA;4028;0;SI;SOBRESALIENTE;8;2;MUY BUENO;lunes, 28 de septiembre de 2015;7;7;0;5
634;878;viernes, 26 de septiembre de 1986;SI;VIAJA RARAMENTE;RRHH;8;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;RRHH;BAJA;2342;0;SI;SOBRESALIENTE;6;3;MUY BUENO;domingo, 27 de agosto de 2017;5;4;0;3
1130;1595;viernes, 21 de noviembre de 1980;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;UNIVERSITARIO;OTRO;MEDIA;GERENTE INVESTIGACION Y DESARROLLO;MUY ALTA;19613;8;SI;SOBRESALIENTE;24;2;MUY BUENO;miércoles, 23 de junio de 2021;1;0;0;1
1184;1664;martes, 30 de septiembre de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;UNIVERSITARIO;CIENCIAS DE LA VIDA;MUY ALTA;REPRESENTANTE DE ATENCION MEDICA;BAJA;6842;6;SI;SOBRESALIENTE;13;3;MUY BUENO;martes, 11 de abril de 2017;5;4;0;4
1244;1744;miércoles, 28 de diciembre de 1977;SI;VIAJA RARAMENTE;RRHH;4;LICENCIATURA;CIENCIAS DE LA VIDA;BAJA;RRHH;ALTA;9756;4;SI;SOBRESALIENTE;9;2;EXCELENTE;lunes, 6 de marzo de 2017;5;0;0;3
1264;1768;martes, 29 de julio de 1980;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;12;LICENCIATURA;MEDICO;ALTA;TECNICO DE LABORATORIO;MEDIA;2766;8;SI;SOBRESALIENTE;7;6;BUENO;sábado, 16 de septiembre de 2017;5;3;0;4
1345;1885;jueves, 3 de enero de 1985;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;MAESTRIA;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;BAJA;4284;5;NO;SOBRESALIENTE;16;2;MUY BUENO;domingo, 27 de agosto de 2017;5;3;0;4
1434;2018;lunes, 1 de septiembre de 1997;SI;VIAJA RARAMENTE;VENTAS;8;UNIVERSITARIO;OTRO;ALTA;EJECUTIVO DE VENTAS;ALTA;4907;0;NO;SOBRESALIENTE;6;3;BUENO;viernes, 3 de noviembre de 2017;5;3;0;4
12;15;martes, 24 de agosto de 1993;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;15;UNIVERSITARIO;CIENCIAS DE LA VIDA;MEDIA;TECNICO DE LABORATORIO;ALTA;4193;0;NO;EXCELENTE;10;3;MUY BUENO;lunes, 16 de septiembre de 2013;9;5;0;8
66;84;miércoles, 16 de agosto de 1967;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;8;LICENCIATURA;MEDICO;ALTA;GERENTE INVESTIGACION Y DESARROLLO;ALTA;14756;2;NO;EXCELENTE;21;2;MUY BUENO;sábado, 15 de abril de 2017;5;0;0;2
86;112;viernes, 4 de marzo de 1966;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;LICENCIATURA;CIENCIAS DE LA VIDA;BAJA;DIRECTOR DE MANUFACTURA;MUY ALTA;7260;4;SI;EXCELENTE;37;3;BUENO;martes, 23 de febrero de 2016;6;4;0;2
96;126;lunes, 1 de abril de 1968;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;TITULO TECNICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;13549;9;SI;EXCELENTE;16;5;MALO;jueves, 15 de noviembre de 2018;4;3;0;3
134;176;sábado, 7 de noviembre de 1981;SI;VIAJA RARAMENTE;VENTAS;9;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;ALTA;8189;3;NO;EXCELENTE;12;2;MUY BUENO;martes, 29 de enero de 2013;9;7;0;7
142;192;jueves, 17 de marzo de 1977;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;29;LICENCIATURA;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;3452;5;SI;EXCELENTE;9;2;BUENO;miércoles, 24 de febrero de 2016;6;5;0;3
154;206;sábado, 16 de abril de 1977;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;9;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;TECNICO DE LABORATORIO;MEDIA;2348;8;SI;EXCELENTE;20;2;MALO;miércoles, 12 de enero de 2005;17;9;0;15
175;240;lunes, 10 de octubre de 1977;SI;VIAJA RARAMENTE;VENTAS;4;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;BAJA;5006;4;NO;EXCELENTE;9;3;EXCELENTE;sábado, 25 de febrero de 2017;5;4;0;3
177;242;viernes, 3 de noviembre de 1989;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2500;0;SI;EXCELENTE;4;2;EXCELENTE;viernes, 13 de diciembre de 2019;3;1;0;2
234;323;lunes, 11 de septiembre de 1972;SI;VIAJA RARAMENTE;VENTAS;1;MAESTRIA;MEDICO;ALTA;GERENTE DE EJECUTIVO DE VENTAS;MUY ALTA;19517;3;SI;EXCELENTE;32;3;BUENO;martes, 11 de agosto de 2015;7;0;0;6
249;340;viernes, 5 de julio de 1985;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;BAJA;3920;2;SI;EXCELENTE;17;2;BUENO;viernes, 13 de diciembre de 2019;3;1;0;2
274;378;lunes, 28 de octubre de 1985;SI;VIAJA RARAMENTE;VENTAS;6;MAESTRIA;MEDICO;ALTA;EJECUTIVO DE VENTAS;MUY ALTA;6502;4;SI;EXCELENTE;7;5;EXCELENTE;viernes, 24 de febrero de 2017;5;4;0;1
284;389;martes, 3 de octubre de 1967;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;20;UNIVERSITARIO;TITULO TECNICO;ALTA;TECNICO DE LABORATORIO;MUY ALTA;5415;3;NO;EXCELENTE;12;4;MUY BUENO;jueves, 10 de mayo de 2012;10;7;0;8
303;412;viernes, 30 de septiembre de 1994;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;16;UNIVERSITARIO;MEDICO;MUY ALTA;REPRESENTANTE DE ATENCION MEDICA;BAJA;5661;0;SI;EXCELENTE;9;2;MUY BUENO;sábado, 4 de octubre de 2014;8;3;0;7
308;421;martes, 21 de agosto de 1984;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;25;UNIVERSITARIO;CIENCIAS DE LA VIDA;MEDIA;DIRECTOR INVESTIGACION Y DESARROLLO;MEDIA;12061;3;SI;EXCELENTE;19;2;MUY BUENO;domingo, 11 de noviembre de 2012;10;8;0;1
317;431;martes, 24 de abril de 1973;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;TITULO TECNICO;MEDIA;REPRESENTANTE DE ATENCION MEDICA;ALTA;13964;7;NO;EXCELENTE;25;2;MUY BUENO;jueves, 26 de febrero de 2015;7;1;0;7
323;439;sábado, 22 de diciembre de 1990;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;MAESTRIA;MEDICO;MUY ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;5055;7;SI;EXCELENTE;10;0;BUENO;martes, 28 de julio de 2015;7;7;0;7
345;464;domingo, 25 de enero de 1987;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;5;MAESTRIA;TITULO TECNICO;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;8095;0;SI;EXCELENTE;17;5;MUY BUENO;lunes, 15 de mayo de 2006;16;6;0;13
377;500;sábado, 5 de junio de 1971;SI;VIAJA RARAMENTE;VENTAS;14;UNIVERSITARIO;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;MUY ALTA;4936;4;SI;EXCELENTE;18;2;BUENO;domingo, 31 de mayo de 2015;7;7;0;7
390;518;jueves, 27 de junio de 1985;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;10;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;4197;2;NO;EXCELENTE;18;2;BUENO;viernes, 2 de julio de 2021;1;0;0;1
407;543;domingo, 8 de marzo de 1970;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;MEDICO;MEDIA;DIRECTOR DE MANUFACTURA;ALTA;7969;2;NO;EXCELENTE;28;4;MUY BUENO;lunes, 16 de octubre de 2017;5;4;0;4
429;574;domingo, 16 de noviembre de 1975;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;UNIVERSITARIO;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;MUY ALTA;5070;5;SI;EXCELENTE;20;2;MUY BUENO;viernes, 17 de marzo de 2017;5;0;0;4
451;604;lunes, 6 de mayo de 1991;SI;VIAJA RARAMENTE;VENTAS;2;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;MUY ALTA;6582;4;NO;EXCELENTE;10;2;EXCELENTE;miércoles, 3 de febrero de 2016;6;5;0;5
456;612;sábado, 14 de enero de 1989;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;DOCTORADO;MEDICO;MUY ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;16184;4;SI;EXCELENTE;10;2;MUY BUENO;viernes, 5 de febrero de 2016;6;1;0;5
486;655;viernes, 20 de octubre de 1995;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;6;MAESTRIA;MEDICO;MEDIA;CIENTIFICO DE INVESTIGACION;ALTA;2187;0;SI;EXCELENTE;6;5;BUENO;domingo, 3 de diciembre de 2017;5;3;0;3
555;764;domingo, 3 de diciembre de 1995;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;LICENCIATURA;MEDICO;MEDIA;REPRESENTANTE DE ATENCION MEDICA;BAJA;6811;8;SI;EXCELENTE;9;2;MALO;miércoles, 25 de febrero de 2015;7;6;0;7
560;773;miércoles, 9 de mayo de 1984;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;DOCTORADO;MEDICO;ALTA;CIENTIFICO DE INVESTIGACION;ALTA;3057;6;NO;EXCELENTE;6;0;MALO;jueves, 14 de enero de 2021;1;0;0;1
589;815;sábado, 4 de marzo de 1972;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;LICENCIATURA;MEDICO;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;ALTA;17639;5;SI;EXCELENTE;30;3;MUY BUENO;lunes, 16 de julio de 2018;4;3;0;3
594;823;sábado, 8 de febrero de 1986;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;LICENCIATURA;OTRO;ALTA;DIRECTOR DE MANUFACTURA;MEDIA;5228;0;SI;EXCELENTE;10;2;MUY BUENO;viernes, 28 de junio de 2013;9;7;0;5
598;827;domingo, 24 de agosto de 1980;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;UNIVERSITARIO;CIENCIAS DE LA VIDA;MEDIA;DIRECTOR DE MANUFACTURA;MUY ALTA;6062;9;NO;EXCELENTE;8;4;MUY BUENO;domingo, 28 de octubre de 2018;4;3;0;2
619;854;lunes, 18 de agosto de 1997;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;MUY ALTA;CIENTIFICO DE INVESTIGACION;BAJA;3424;7;SI;EXCELENTE;6;3;BUENO;sábado, 10 de noviembre de 2018;4;3;0;1
626;864;jueves, 15 de septiembre de 1977;SI;VIAJA RARAMENTE;VENTAS;9;LICENCIATURA;MARKETING;ALTA;EJECUTIVO DE VENTAS;BAJA;10761;4;NO;EXCELENTE;18;2;MUY BUENO;martes, 10 de octubre de 2017;5;4;0;2
645;895;lunes, 1 de julio de 1991;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;11;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;CIENTIFICO DE INVESTIGACION;MUY ALTA;2356;3;NO;EXCELENTE;8;2;MUY BUENO;lunes, 28 de marzo de 2016;6;4;0;2
655;909;domingo, 13 de noviembre de 1983;SI;VIAJA RARAMENTE;RRHH;2;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;RRHH;MUY ALTA;5204;8;SI;EXCELENTE;13;2;MUY BUENO;jueves, 16 de febrero de 2017;5;4;0;4
656;910;sábado, 29 de julio de 1989;SI;VIAJA RARAMENTE;RRHH;3;UNIVERSITARIO;RRHH;ALTA;RRHH;MEDIA;2277;3;NO;EXCELENTE;7;4;EXCELENTE;martes, 9 de enero de 2018;4;3;0;3
658;912;domingo, 9 de mayo de 1993;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;POR DEBAJO DE LA UNIVERSIDAD;MEDICO;MEDIA;TECNICO DE LABORATORIO;MUY ALTA;2532;6;SI;EXCELENTE;8;5;MUY BUENO;domingo, 4 de noviembre de 2018;4;3;0;3
673;936;domingo, 21 de septiembre de 1980;SI;VIAJA RARAMENTE;VENTAS;14;UNIVERSITARIO;MEDICO;MEDIA;EJECUTIVO DE VENTAS;ALTA;6244;7;SI;EXCELENTE;10;6;MUY BUENO;miércoles, 11 de octubre de 2017;5;4;0;3
675;940;miércoles, 1 de abril de 1964;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;5;LICENCIATURA;TITULO TECNICO;MEDIA;REPRESENTANTE DE ATENCION MEDICA;MEDIA;10552;2;NO;EXCELENTE;24;3;MUY BUENO;domingo, 4 de diciembre de 2016;6;0;0;4
705;984;domingo, 6 de septiembre de 1987;SI;VIAJA RARAMENTE;VENTAS;3;MAESTRIA;CIENCIAS DE LA VIDA;ALTA;EJECUTIVO DE VENTAS;MUY ALTA;7823;6;SI;EXCELENTE;12;2;MUY BUENO;domingo, 25 de noviembre de 2012;10;9;0;8
706;985;viernes, 25 de noviembre de 1983;SI;VIAJA RARAMENTE;VENTAS;2;DOCTORADO;CIENCIAS DE LA VIDA;MUY ALTA;EJECUTIVO DE VENTAS;ALTA;7880;0;SI;EXCELENTE;9;3;MUY BUENO;martes, 8 de julio de 2014;8;7;0;7
714;996;sábado, 31 de diciembre de 1977;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;1;MAESTRIA;MEDICO;ALTA;TECNICO DE LABORATORIO;MUY ALTA;2270;3;SI;EXCELENTE;8;2;MUY BUENO;sábado, 6 de mayo de 2017;5;3;0;2
724;1007;martes, 5 de octubre de 1976;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;7;UNIVERSITARIO;MEDICO;ALTA;DIRECTOR DE MANUFACTURA;ALTA;10845;6;SI;EXCELENTE;13;3;MUY BUENO;miércoles, 30 de abril de 2014;8;7;0;7
758;1047;viernes, 23 de septiembre de 1988;SI;VIAJA RARAMENTE;VENTAS;1;MAESTRIA;MARKETING;MUY ALTA;EJECUTIVO DE VENTAS;MUY ALTA;9725;0;SI;EXCELENTE;16;2;BUENO;sábado, 8 de septiembre de 2007;15;1;0;9
759;1048;viernes, 1 de marzo de 1963;SI;VIAJA RARAMENTE;VENTAS;1;UNIVERSITARIO;TITULO TECNICO;ALTA;GERENTE DE EJECUTIVO DE VENTAS;MUY ALTA;11904;3;NO;EXCELENTE;14;1;MALO;sábado, 29 de octubre de 2016;6;4;0;4
768;1062;martes, 24 de septiembre de 1985;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;OTRO;ALTA;REPRESENTANTE DE ATENCION MEDICA;MEDIA;4107;3;SI;EXCELENTE;8;3;BUENO;sábado, 10 de noviembre de 2018;4;3;0;1
820;1136;jueves, 1 de diciembre de 1994;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;2;POR DEBAJO DE LA UNIVERSIDAD;CIENCIAS DE LA VIDA;MEDIA;CIENTIFICO DE INVESTIGACION;MEDIA;3201;0;SI;EXCELENTE;6;2;MALO;jueves, 2 de febrero de 2017;5;3;0;4
895;1250;miércoles, 11 de septiembre de 1968;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;CIENCIAS DE LA VIDA;ALTA;DIRECTOR INVESTIGACION Y DESARROLLO;MUY ALTA;17779;3;SI;EXCELENTE;36;2;MUY BUENO;martes, 12 de junio de 2012;10;9;0;9
898;1254;martes, 20 de agosto de 1963;SI;VIAJA RARAMENTE;VENTAS;3;LICENCIATURA;CIENCIAS DE LA VIDA;MEDIA;EJECUTIVO DE VENTAS;MUY ALTA;5171;5;SI;EXCELENTE;13;2;MUY BUENO;martes, 5 de enero de 2016;6;1;0;5
899;1255;jueves, 23 de agosto de 1979;SI;VIAJA RARAMENTE;INVESTIGACIOÓN Y DESARROLLO;3;LICENCIATURA;CIENCIAS DE LA VIDA;BAJA;DIRECTOR INVESTIGACION Y DESARROLLO;MUY ALTA;19740;3;SI;EXCELENTE;25;2;MUY BUENO;jueves, 17 de julio de 2014;8;7;0;7
909;1268;lunes, 6 de febrero de 1989;SI;VIAJA RARAMENTE;VENTAS;10;DOCTORADO;MARKETING;MUY ALTA;EJECUTIVO DE VENTAS;ALTA;8380;0;NO;EXCELENTE;10;3;MUY BUENO;viernes, 19 de julio de 2013;9;8;0;8
917;1280;martes, 14 de diciembre de 1976;SI;VIAJA RARAMENTE;VENTAS;4;UNIVERSITARIO;MARKETING;MEDIA;GERENTE DE EJECUTIVO DE VENTAS;MEDIA;18789;2;SI;EXCELENTE;26;2;MUY BUENO;sábado, 12 de febrero de 2011;11;4;0;8
